YEAR(Integer),DIV1(Double),DIV2(Double),DIV3(Double),DIV4(Double),DIV7(Double),DIV9(Double),X(Double),FEMALECANDIDATES(Double),FEMALEDIV1(Double),FEMALEDIV2(Double)
2011,34,11.8,35.3,35.3,14.7,0,0,2.9,13,0
2011,119,11.8,40.3,23.5,21.8,0,0,2.5,48,4.2
2011,94,11.7,27.7,28.7,29.8,0,0,2.1,43,7
2011,103,11.7,34,28.2,22.3,1,0,2.9,63,4.8
2011,215,11.6,36.7,27,22.8,0,0,1.9,122,4.1
2011,121,11.6,23.1,26.4,33.1,0,3.3,2.5,68,0
2011,78,11.5,34.6,32.1,20.5,0,0,1.3,48,2.1
2011,203,11.3,23.6,25.1,38.9,0,0.5,0.5,95,2.1
2011,11.3,32.1,27.4,25.5,0,0.9,2.8,46,8.7,23.9
2011,62,11.3,27.4,27.4,30.6,1.6,1.6,0,29,6.9
2011,80,11.3,33.8,33.8,21.3,0,0,0,48,14.6
2011,11.2,45.6,29,13,0,0,1.2,73,12.3,37
2011,178,11.2,30.3,35.4,21.3,0,0.6,1.1,90,5.6
2011,11.2,27.9,30.2,30.2,0,0,0.6,81,7.4,24.7
2011,11.2,33.5,32.5,21.8,0,0,1,206,11.2,33.5
2011,63,11.1,27,30.2,27,0,1.6,3.2,30,6.7
2011,11.1,37.8,31.1,17.8,0,0,2.2,25,16,36
2011,11.1,18.5,29,32.7,0.6,3.7,4.3,62,3.2,11.3
2011,18,11.1,72.2,16.7,0,0,0,0,7,14.3
2011,11.1,50,25,13.9,0,0,0,71,11.3,50.7
2011,11.1,36.5,27,23.8,0,0,1.6,27,0,33.3
2011,11.1,33.3,44.4,11.1,0,0,0,1,0,0
2011,99,11.1,36.4,37.4,14.1,1,0,0,53,3.8
2011,108,11.1,32.4,28.7,27.8,0,0,0,108,11.1
2011,118,11,28,30.5,28,0.8,0.8,0.8,61,1.6
2011,91,11,22,27.5,37.4,0,0,2.2,50,6
2011,82,11,22,20.7,41.5,0,0,4.9,44,11.4
2011,73,11,17.8,38.4,32.9,0,0,0,73,11
2011,137,10.9,35,24.1,27.7,0,0,2.2,78,6.4
2011,10.9,42.3,23.1,23.1,0,0,0.6,89,9,37.1
2011,10.8,28.8,24.3,33.3,0,0.9,1.8,56,8.9,28.6
2011,10.8,8.1,16.2,62.2,0,2.7,0,21,9.5,9.5
2011,10.7,17.9,25,39.3,0,0,7.1,14,14.3,14.3
2011,75,10.7,33.3,36,20,0,0,0,31,12.9
2011,10.7,48.7,34,6.7,0,0,0,150,10.7,48.7
2011,10.6,59.6,19.1,8.5,0,0,2.1,24,12.5,45.8
2011,66,10.6,31.8,30.3,25.8,0,1.5,0,33,3
2011,85,10.6,23.5,34.1,27.1,0,1.2,3.5,37,2.7
2011,10.6,23.6,27.6,36.6,0,0,1.6,57,7,15.8
2011,10.6,26.1,24.2,32.9,1.2,2.5,2.5,70,1.4,18.6
2011,38,10.5,47.4,23.7,15.8,2.6,0,0,21,9.5
2011,10.5,32.5,39.5,15.8,0,0,1.8,55,7.3,30.9
2011,38,10.5,10.5,21.1,55.3,0,0,2.6,18,5.6
2011,10.5,21,38.1,26.7,0,0,3.8,53,13.2,18.9
2011,10.5,32.6,44.2,10.5,0,0,2.3,44,9.1,20.5
2011,10.4,13.4,34.3,37.3,1.5,1.5,1.5,31,6.5,16.1
2011,48,10.4,16.7,20.8,45.8,0,6.3,0,32,15.6
2011,10.4,25,22.9,39.6,0,0,2.1,22,4.5,18.2
2011,154,10.4,22.1,27.3,37.7,0,1.3,1.3,56,1.8
2011,135,10.4,30.4,32.6,26.7,0,0,0,77,6.5
2011,10.3,36.2,44.8,6.9,0,0,1.7,58,10.3,36.2
2011,10.3,25.6,33,31,0,0,0,104,5.8,13.5
2011,155,10.3,14.8,34.2,36.8,0.6,0,3.2,81,6.2
2011,10.3,52.2,34.6,2.9,0,0,0,136,10.3,52.2
2011,10.3,41.1,38.3,8.4,0,0,1.9,107,10.3,41.1
2011,127,10.2,24.4,29.9,26,0.8,2.4,6.3,67,4.5
2011,10.2,27.3,30.3,29.9,0.4,0.4,1.5,117,4.3,23.9
2011,49,10.2,51,32.7,6.1,0,0,0,49,10.2
2011,10.2,28.8,30.5,25.4,0,1.7,3.4,28,10.7,42.9
2011,148,10.1,30.4,31.1,27,0,1.4,0,74,9.5
2011,119,10.1,38.7,39.5,10.9,0,0,0.8,55,1.8
2011,10,17.5,25,45,0,0,2.5,18,0,16.7
2011,10,41.4,32.9,12.9,0,0,2.9,41,7.3,41.5
2011,10,27.3,34.5,24.5,0,0,3.6,57,5.3,15.8
2011,110,10,25.5,30,31.8,0,0.9,1.8,64,7.8
2011,171,9.9,32.7,24.6,29.2,1.2,0,2.3,92,7.6
2011,9.9,23.2,33.1,31.1,0,2,0.7,50,0,14
2011,9.9,23.8,34.4,31.8,0,0,0,69,7.2,18.8
2011,9.9,29.7,35.6,24.8,0,0,0,57,5.3,35.1
2011,9.9,14.3,37.4,35.2,0,0,3.3,43,2.3,9.3
2011,61,9.8,13.1,24.6,50.8,1.6,0,0,35,11.4
2011,102,9.8,22.5,39.2,26.5,0,1,1,66,7.6
2011,143,9.8,31.5,28,29.4,0,0,1.4,143,9.8
2011,9.8,23.9,30.4,33.7,0.5,0.5,1.1,95,5.3,22.1
2011,41,9.8,29.3,34.1,26.8,0,0,0,23,0
2011,9.8,24.4,24.4,36.6,0,4.9,0,25,4,24
2011,236,9.7,21.6,28.4,32.2,0.8,5.1,2.1,91,3.3
2011,9.7,29.9,33.8,25.3,0,0,1.3,77,5.2,22.1
2011,185,9.7,26.5,35.7,27,0.5,0,0.5,102,10.8
2011,72,9.7,26.4,38.9,23.6,0,1.4,0,34,2.9
2011,72,9.7,30.6,31.9,27.8,0,0,0,34,8.8
2011,9.7,30.8,38.1,20.2,0,0,1.2,85,2.4,24.7
2011,9.7,27.4,24.2,38.7,0,0,0,28,3.6,25
2011,31,9.7,22.6,35.5,25.8,0,0,6.5,13,0
2011,9.6,30.5,29.5,28.7,0,0.6,1.2,159,1.3,22
2011,9.6,27.9,40.4,21.2,0,0,1,30,10,13.3
2011,9.6,14,31.2,42.4,0.4,2,0.4,121,3.3,10.7
2011,9.6,18.5,27.4,39,0.7,4.1,0.7,75,6.7,13.3
2011,94,9.6,21.3,36.2,31.9,0,1.1,0,51,7.8
2011,21,9.5,33.3,28.6,28.6,0,0,0,9,0
2011,9.5,22.6,26.2,38.1,1.2,2.4,0,38,5.3,23.7
2011,63,9.5,42.9,27,17.5,0,0,3.2,30,6.7
2011,9.5,37.1,32.4,20,0,0,1,48,2.1,25
2011,148,9.5,24.3,33.1,29.7,0,0.7,2.7,59,13.6
2011,9.4,36.8,38.5,15.4,0,0,0,43,0,16.3
2011,9.4,21.9,43.8,25,0,0,0,16,0,12.5
2011,9.3,34.6,37.4,18.7,0,0,0,52,1.9,25
2011,9.3,25.3,29.7,35.2,0,0,0.5,108,5.6,25
2011,172,9.3,22.7,33.7,32,0,1.7,0.6,66,9.1
2011,9.3,18.6,27.8,37.1,0,0,7.2,54,1.9,13
2011,9.3,20.4,40.7,24.1,0,1.9,3.7,20,5,20
2011,76,9.2,19.7,25,39.5,0,1.3,5.3,47,6.4
2011,9.2,23.3,34.2,31.7,0,0.8,0.8,71,7,15.5
2011,9.1,21.6,27.3,37.5,0,1.1,3.4,56,8.9,21.4
2011,33,9.1,21.2,21.2,42.4,0,6.1,0,7,0
2011,9.1,34.1,29.5,27.3,0,0,0,20,0,40
2011,9,29.9,40.3,17.9,0,3,0,35,2.9,14.3
2011,112,8.9,41.1,36.6,12.5,0,0,0.9,47,4.3
2011,8.9,17.9,30.4,42.9,0,0,0,23,0,13
2011,45,8.9,11.1,40,37.8,0,0,2.2,26,3.8
2011,8.9,27.8,20.3,34.2,1.3,2.5,5.1,37,8.1,32.4
2011,79,8.9,8.9,24.1,54.4,0,1.3,2.5,40,2.5
2011,136,8.8,22.8,40.4,25.7,0,0.7,1.5,60,5
2011,8.7,29.2,37.4,24.1,0,0,0.5,101,0,23.8
2011,8.7,21.7,47.8,17.4,0,4.3,0,9,11.1,11.1
2011,8.7,17.9,27.4,44.2,0.5,0.5,0.8,188,5.9,15.4
2011,8.6,28.1,33,28.6,0,0,1.6,106,6.6,24.5
2011,35,8.6,17.1,51.4,20,0,2.9,0,14,7.1
2011,70,8.6,41.4,28.6,20,0,1.4,0,70,8.6
2011,47,8.5,36.2,25.5,27.7,2.1,0,0,28,7.1
2011,8.5,20.3,27.1,33.9,0,0,10.2,30,0,20
2011,8.5,15.5,32.4,39.4,0,1.4,2.8,30,6.7,16.7
2011,8.4,29.8,42,19.1,0,0,0.8,54,7.4,14.8
2011,8.3,19,38.1,33.3,0,1.2,0,33,3,9.1
2011,8.3,8.3,30.8,45.8,0,1.7,5,36,0,2.8
2011,24,8.3,25,29.2,29.2,0,8.3,0,14,14.3
2011,24,8.3,12.5,20.8,45.8,0,12.5,0,10,0
2011,8.3,17.9,34.5,35.7,0,1.2,2.4,48,2.1,10.4
2011,8.3,20.1,29.9,36.8,0.5,2.5,2,89,0,12.4
2011,8.2,53.6,26.8,9.8,0.5,0,1,0,0,0
2011,85,8.2,23.5,25.9,40,1.2,1.2,0,51,3.9
2011,8.2,26,43.8,20.5,0,1.4,0,46,2.2,19.6
2011,8.2,11.5,35.2,43.4,0,0.8,0.8,58,0,10.3
2011,171,8.2,21.6,34.5,30.4,0,0.6,4.7,80,3.8
2011,8.2,15.3,19.4,53.1,1,2,1,57,0,14
2011,8.1,32.4,35.1,24.3,0,0,0,18,0,22.2
2011,8.1,24.3,27,39.2,0,0,1.4,40,5,20
2011,8.1,25.7,44.6,21.6,0,0,0,74,8.1,25.7
2011,8.1,43.2,27,18.9,0,0,2.7,21,9.5,28.6
2011,99,8.1,45.5,31.3,12.1,0,0,3,54,9.3
2011,8.1,27.3,32.3,29.3,0,0,3,44,4.5,20.5
2011,8.1,53.2,19.4,19.4,0,0,0,26,0,50
2011,75,8,18.7,33.3,34.7,0,2.7,2.7,32,3.1
2011,25,8,24,52,16,0,0,0,17,5.9
2011,8,40,12,32,0,4,4,19,10.5,42.1
2011,50,8,24,30,36,0,2,0,29,0
2011,50,8,28,26,36,0,0,2,30,0
2011,8,12,40,40,0,0,0,25,8,12
2011,8,24.8,25.7,39.8,0,0,1.8,63,3.2,25.4
2011,88,8,6.8,34.1,46.6,0,3.4,1.1,54,13
2011,7.9,32.9,23.7,32.9,0,0,2.6,39,10.3,43.6
2011,64,7.8,29.7,35.9,25,0,0,1.6,39,0
2011,90,7.8,23.3,46.7,21.1,0,1.1,0,44,0
2011,7.7,39.4,40.8,9.9,0,0,2.1,53,7.5,22.6
2011,7.7,2.6,7.7,74.4,0,5.1,2.6,14,0,0
2011,39,7.7,28.2,28.2,35.9,0,0,0,12,0
2011,7.7,33.8,33.8,18.5,0,0,6.2,47,6.4,34
2011,7.7,53.8,30.8,7.7,0,0,0,3,0,33.3
2011,26,7.7,23.1,38.5,30.8,0,0,0,19,5.3
2011,7.7,7.7,17.9,66.7,0,0,0,19,0,5.3
2011,183,7.7,24,39.3,27.9,0,0,1.1,81,1.2
2011,7.6,18.5,14.1,55.4,0,4.3,0,43,2.3,23.3
2011,7.6,22.8,24,40.4,0.6,1.8,2.9,88,1.1,23.9
2011,7.6,21.6,31.6,36.8,0,1.2,1.2,76,0,13.2
2011,7.6,27.5,31.3,33.2,0.5,0,0,97,6.2,22.7
2011,66,7.6,18.2,28.8,43.9,0,0,1.5,38,7.9
2011,66,7.6,28.8,28.8,33.3,0,0,1.5,15,0
2011,7.6,31.8,31.8,24.2,0,0,4.5,25,0,8
2011,7.6,24.9,29.7,34.6,0,2.2,1.1,92,4.3,16.3
2011,212,7.5,19.3,20.3,44.3,0,6.1,2.4,95,3.2
2011,7.5,20.8,32.1,35.8,0,1.9,1.9,29,3.4,24.1
2011,7.5,22.6,37.7,28.3,0,1.9,1.9,28,3.6,10.7
2011,173,7.5,23.1,25.4,35.8,1.2,3.5,3.5,87,3.4
2011,7.5,24.1,33.2,31.2,0,0,4,128,3.1,21.9
2011,40,7.5,32.5,45,12.5,0,0,2.5,40,7.5
2011,7.5,20,12.5,40,5,10,5,10,0,10
2011,67,7.5,19.4,25.4,44.8,1.5,1.5,0,34,0
2011,7.5,28.4,20.9,40.3,0,3,0,41,2.4,24.4
2011,161,7.5,26.7,34.8,27.3,0.6,0.6,2.5,93,3.2
2011,7.4,24.5,27.7,34.6,0,2.1,3.7,95,2.1,17.9
2011,7.4,33.3,22.2,33.3,0,3.7,0,13,7.7,30.8
2011,54,7.4,51.9,35.2,5.6,0,0,0,54,7.4
2011,81,7.4,16,38.3,35.8,0,0,2.5,41,4.9
2011,7.4,20.4,27.8,38.9,0,0,5.6,11,0,9.1
2011,122,7.4,26.2,37.7,27,0,0,1.6,60,1.7
2011,68,7.4,44.1,26.5,22.1,0,0,0,32,3.1
2011,7.3,31.7,34.1,26.8,0,0,0,19,10.5,26.3
2011,123,7.3,30.1,30.1,29.3,1.6,0,1.6,49,4.1
2011,7.3,30.9,32.7,25.5,0,0,3.6,26,11.5,38.5
2011,7.3,27.3,38.2,27.3,0,0,0,22,0,36.4
2011,69,7.2,23.2,34.8,29,0,0,5.8,27,3.7
2011,69,7.2,24.6,33.3,33.3,0,0,1.4,36,0
2011,7.2,36.5,35.6,19.4,0.5,0,0.9,91,4.4,25.3
2011,28,7.1,46.4,28.6,17.9,0,0,0,18,5.6
2011,7.1,17,25.9,45.5,0,1.8,2.7,62,3.2,16.1
2011,7.1,7.1,16.7,64.3,0,2.4,2.4,26,0,11.5
2011,56,7.1,16.1,37.5,32.1,0,0,7.1,25,0
2011,112,7.1,37.5,25.9,25.9,0.9,1.8,0.9,64,3.1
2011,7.1,13.1,29.8,47.6,1.2,0,1.2,35,2.9,2.9
2011,7.1,28.4,34,30.5,0,0,0,84,8.3,22.6
2011,127,7.1,19.7,26,42.5,0,0.8,3.9,72,4.2
2011,7.1,24.8,31,35.4,0,0.9,0.9,72,4.2,20.8
2011,156,7.1,31.4,34,26.9,0,0,0.6,70,2.9
2011,7,23.2,28.6,36.6,0.2,2.8,1.4,157,3.8,17.2
2011,7,31,39.4,19.7,0,0,2.8,37,2.7,29.7
2011,57,7,15.8,45.6,26.3,0,0,5.3,30,6.7
2011,57,7,42.1,38.6,12.3,0,0,0,21,0
2011,7,28.1,33.3,29.8,0,0,1.8,15,0,6.7
2011,7,33,31,28,1,0,0,57,3.5,24.6
2011,7,21,31,41,0,0,0,60,1.7,18.3
2011,6.9,25.7,32.7,33.7,0,0,1,62,3.2,27.4
2011,6.9,24.1,31,37.9,0,0,0,11,0,36.4
2011,6.9,13.8,48.3,31,0,0,0,29,6.9,13.8
2011,58,6.9,24.1,17.2,46.6,0,3.4,1.7,35,8.6
2011,6.9,26.7,29.3,31,0,0.9,5.2,56,3.6,25
2011,29,6.9,31,34.5,27.6,0,0,0,11,0
2011,6.9,37.3,34.3,20.6,0,0,1,57,7,28.1
2011,6.8,32.9,19.2,38.4,0,0,2.7,29,0,13.8
2011,6.8,30.7,39.8,21.6,0,0,1.1,88,6.8,30.7
2011,6.8,23.8,33.2,34.5,0,1.3,0.4,93,0,11.8
2011,6.8,21.6,28.4,39.2,0,0,4.1,43,4.7,20.9
2011,6.8,21.6,37.8,25.7,0,0,8.1,36,5.6,16.7
2011,6.7,44.9,24.7,22.5,0,1.1,0,62,3.2,41.9
2011,6.7,14.6,31.5,42.7,0,4.5,0,47,6.4,12.8
2011,119,6.7,15.1,25.2,44.5,0,5.9,2.5,64,1.6
2011,6.7,28.6,26.1,36.1,0.8,0,1.7,62,8.1,24.2
2011,6.7,25.8,39.2,26.3,0,0.5,1.5,80,1.3,20
2011,6.7,21.5,29.6,39.3,0.7,0.7,1.5,56,1.8,10.7
2011,165,6.7,18.2,24.8,43.6,0,3.6,3,80,2.5
2011,60,6.7,10,31.7,50,0,1.7,0,36,0
2011,6.7,17.3,28,44,0,2.7,1.3,36,2.8,13.9
2011,6.7,45.6,32.2,15.6,0,0,0,90,6.7,45.6
2011,6.7,6.7,26.7,60,0,0,0,10,10,0
2011,6.7,35.6,24.4,31.1,0,0,2.2,22,4.5,36.4
2011,6.7,10,30,43.3,0,3.3,6.7,8,12.5,0
2011,6.7,16.2,28.6,44.8,0,1.9,1.9,59,1.7,15.3
2011,45,6.7,24.4,31.1,33.3,0,0,4.4,16,12.5
2011,6.7,21.7,23.3,36.7,0,3.3,8.3,34,2.9,14.7
2011,6.7,13.3,16.7,56.7,0,3.3,3.3,10,0,0
2011,15,6.7,33.3,40,20,0,0,0,5,0
2011,6.7,13.3,24,51.3,0,2.7,2,72,6.9,9.7
2011,76,6.6,18.4,25,40.8,1.3,2.6,5.3,46,0
2011,6.6,21.1,27.6,42.8,1.3,0,0.7,82,3.7,12.2
2011,61,6.6,23,49.2,21.3,0,0,0,20,5
2011,169,6.5,24.9,38.5,28.4,0,1.2,0.6,112,3.6
2011,6.5,29.9,19.5,39,0,2.6,2.6,41,4.9,24.4
2011,6.5,44.2,36.4,10.4,0,0,2.6,77,6.5,44.2
2011,77,6.5,13,35.1,35.1,0,3.9,6.5,25,0
2011,77,6.5,18.2,49.4,26,0,0,0,77,6.5
2011,6.5,18,38.1,33.8,0,0,3.6,78,1.3,15.4
2011,139,6.5,20.9,30.9,41.7,0,0,0,81,2.5
2011,93,6.5,26.9,30.1,31.2,0,0,5.4,51,5.9
2011,6.5,12.9,30.1,49.5,0,1.1,0,44,0,6.8
2011,31,6.5,35.5,22.6,29,0,3.2,3.2,21,4.8
2011,47,6.4,21.3,38.3,34,0,0,0,26,0
2011,6.4,8.5,10.6,68.1,0,0,6.4,24,4.2,4.2
2011,6.4,18.1,34,40.4,0,1.1,0,48,6.3,12.5
2011,6.4,12.7,40,38.2,0,0.9,1.8,51,3.9,7.8
2011,110,6.4,21.8,36.4,32.7,0.9,0,1.8,59,3.4
2011,6.4,23.1,24,42.5,1.4,1.7,0.9,167,4.2,21
2011,6.3,12.7,38.1,34.9,0,3.2,4.8,31,0,12.9
2011,63,6.3,28.6,31.7,30.2,0,3.2,0,29,10.3
2011,6.3,27,47.6,17.5,0,0,1.6,22,0,22.7
2011,6.3,22.8,32.9,36.7,0,1.3,0,42,2.4,16.7
2011,6.3,31.1,39.2,22.1,0.5,0,0.9,92,4.3,27.2
2011,6.3,27.5,36.3,27.5,0,0,2.5,37,2.7,24.3
2011,16,6.3,18.8,43.8,31.3,0,0,0,16,6.3
2011,64,6.3,4.7,17.2,67.2,0,1.6,3.1,18,0
2011,16,6.3,25,31.3,31.3,0,0,6.3,13,7.7
2011,6.3,12.5,33.8,43.8,1.3,1.3,1.3,36,0,0
2011,6.2,15.5,37.1,37.1,0,1,3.1,44,2.3,11.4
2011,97,6.2,14.4,28.9,47.4,0,0,3.1,44,2.3
2011,81,6.2,38.3,34.6,21,0,0,0,50,6
2011,81,6.2,30.9,35.8,27.2,0,0,0,43,4.7
2011,81,6.2,28.4,34.6,30.9,0,0,0,81,6.2
2011,6.2,31.5,28.8,33.6,0,0,0,65,1.5,30.8
2011,130,6.2,40,31.5,21.5,0,0,0.8,85,2.4
2011,6.2,26.2,21.5,44.6,1.5,0,0,25,0,20
2011,130,6.2,8.5,27.7,47.7,2.3,5.4,2.3,58,1.7
2011,65,6.2,10.8,21.5,58.5,0,0,3.1,40,0
2011,6.1,29.2,40.8,23.1,0,0,0.7,119,5.9,22.7
2011,98,6.1,15.3,26.5,49,0,1,2,55,5.5
2011,164,6.1,31.7,31.1,29.3,0,0.6,1.2,85,3.5
2011,66,6.1,16.7,31.8,40.9,3,1.5,0,33,6.1
2011,6.1,27.3,33.3,27.3,0,0,6.1,11,0,9.1
2011,66,6.1,33.3,34.8,22.7,0,1.5,1.5,29,6.9
2011,6.1,36.4,32.3,25.3,0,0,0,25,0,36
2011,6.1,12.1,19.7,56.1,0,1.5,4.5,30,3.3,0
2011,6.1,28.8,28.8,34.8,0,0,1.5,40,0,32.5
2011,199,6,25.1,30.7,31.2,1,1.5,4.5,116,1.7
2011,6,20.5,30.1,41,0,0,2.4,32,3.1,9.4
2011,6,18.1,34.9,37.3,1.2,0,2.4,34,0,14.7
2011,6,12.8,35.3,42.9,0.8,0.8,1.5,62,1.6,6.5
2011,67,6,35.8,20.9,34.3,1.5,0,1.5,43,2.3
2011,6,29.8,31,33.3,0,0,0,37,0,21.6
2011,84,6,25,31,35.7,0,1.2,1.2,48,2.1
2011,5.9,10.9,28.7,48.5,0,4,2,52,1.9,7.7
2011,169,5.9,13.6,27.8,48.5,0,0.6,3.6,90,5.6
2011,5.9,19.1,22.1,44.1,0,1.5,7.4,34,0,17.6
2011,5.9,14.7,41.2,38.2,0,0,0,17,5.9,17.6
2011,102,5.9,19.6,33.3,39.2,0,0,2,43,0
2011,5.9,28.4,35.3,29.4,0,0,1,48,0,22.9
2011,136,5.9,16.2,40.4,33.8,0,1.5,2.2,66,6.1
2011,5.9,20.6,26.5,41.2,0,2.9,2.9,17,0,17.6
2011,51,5.9,5.9,27.5,47.1,0,7.8,5.9,24,0
2011,5.9,26.5,39.7,23.5,1.5,1.5,1.5,18,0,5.6
2011,426,5.9,20.4,24.4,42.7,0.5,4.2,1.9,168,3
2011,5.9,14.7,20.1,48.4,1.1,5.1,4.8,84,6,13.1
2011,5.8,22.3,34,36.9,1,0,0,42,2.4,19
2011,103,5.8,15.5,26.2,47.6,0,1,3.9,56,3.6
2011,103,5.8,10.7,17.5,57.3,1,6.8,1,62,4.8
2011,69,5.8,52.2,37.7,4.3,0,0,0,36,2.8
2011,173,5.8,32.9,35.3,20.8,0,0.6,4.6,100,0
2011,104,5.8,25,31.7,33.7,0,1,2.9,61,1.6
2011,208,5.8,19.7,31.3,39.4,0,1,2.9,92,1.1
2011,5.8,8.7,43.3,38.5,0,1,2.9,53,0,5.7
2011,5.8,23.1,30.8,37.5,0,1,1.9,61,6.6,18
2011,52,5.8,11.5,34.6,48.1,0,0,0,29,0
2011,157,5.7,23.6,30.6,36.3,0.6,0.6,2.5,75,2.7
2011,5.7,11.4,36.2,40,1,1.9,3.8,62,4.8,9.7
2011,35,5.7,17.1,20,54.3,0,2.9,0,21,0
2011,105,5.7,13.3,33.3,40,0,0,7.6,48,0
2011,5.7,16.7,30.6,43.4,0,2.5,1.1,127,0,8.7
2011,123,5.7,17.9,40.7,32.5,0,1.6,1.6,54,1.9
2011,5.7,19.3,30.7,42,1.1,1.1,0,49,6.1,14.3
2011,5.7,22.7,38.9,29.7,0.4,0.9,1.7,101,2,19.8
2011,212,5.7,11.8,34.4,45.3,0,0.9,1.9,102,2
2011,5.7,24.5,34,29.2,0,0,6.6,44,2.3,20.5
2011,195,5.6,31.8,36.9,20,1,0.5,4.1,84,1.2
2011,71,5.6,14.1,29.6,45.1,0,4.2,1.4,32,9.4
2011,160,5.6,22.5,22.5,40.6,0.6,5,3.1,84,1.2
2011,89,5.6,25.8,27,37.1,0,1.1,3.4,56,5.4
2011,5.6,21.3,28.1,40.4,0,2.2,2.2,44,0,18.2
2011,5.6,36,27.2,30.4,0,0.8,0,73,5.5,31.5
2011,5.6,28,43.2,23.2,0,0,0,123,5.7,28.5
2011,125,5.6,34.4,44,15.2,0.8,0,0,125,5.6
2011,161,5.6,24.2,37.3,29.8,0.6,0.6,1.9,62,1.6
2011,90,5.6,18.9,27.8,44.4,0,1.1,2.2,50,6
2011,18,5.6,22.2,33.3,27.8,0,0,11.1,9,11.1
2011,5.6,28.9,31.1,33.3,0,0,1.1,45,4.4,28.9
2011,126,5.6,18.3,23,48.4,0,0,4.8,66,3
2011,5.5,30.7,36.2,25.2,0,0,2.4,69,4.3,27.5
2011,109,5.5,22.9,33,36.7,0.9,0,0.9,56,5.4
2011,5.5,20.4,34.3,35.6,1,0.3,2.9,141,2.1,14.9
2011,5.5,41.6,33.3,18.3,0,0.5,0.9,74,2.7,31.1
2011,5.5,27.9,30.6,35,0,0.5,0.5,88,3.4,20.5
2011,110,5.5,14.5,33.6,42.7,0,1.8,1.8,50,2
2011,110,5.5,17.3,37.3,37.3,0,0.9,1.8,44,0
2011,5.5,32.7,30.9,30.9,0,0,0,34,0,32.4
2011,5.4,29.7,41.9,21.6,0,0,1.4,18,0,5.6
2011,111,5.4,12.6,36.9,38.7,0.9,0.9,4.5,46,0
2011,5.4,20.3,44.6,27.7,0,0,2,69,1.4,4.3
2011,111,5.4,15.3,22.5,51.4,0.9,3.6,0.9,58,5.2
2011,5.4,16.2,37.8,36.5,0,2.7,1.4,29,0,6.9
2011,5.4,18.9,33.8,31.1,0,5.4,5.4,34,0,17.6
2011,5.4,17.6,20.3,47.3,0,6.8,2.7,42,0,7.1
2011,5.4,13.5,29.7,48.6,0,0,2.7,17,0,11.8
2011,5.4,25.4,32.3,32.3,0,1.5,3.1,55,7.3,21.8
2011,56,5.4,41.1,48.2,5.4,0,0,0,56,5.4
2011,56,5.4,17.9,37.5,39.3,0,0,0,20,5
2011,56,5.4,25,32.1,33.9,0,3.6,0,20,5
2011,5.3,21.4,35.1,32.1,0,2.3,3.8,49,0,10.2
2011,75,5.3,56,30.7,8,0,0,0,0,0
2011,75,5.3,25.3,20,41.3,0,2.7,5.3,39,0
2011,75,5.3,38.7,40,16,0,0,0,31,3.2
2011,132,5.3,15.9,25.8,49.2,0,3,0.8,74,1.4
2011,5.3,24.2,26.3,43.2,1.1,0,0,55,1.8,12.7
2011,114,5.3,21.9,27.2,42.1,0,1.8,1.8,49,6.1
2011,5.3,21.1,23.7,43.4,1.3,1.3,3.9,40,0,17.5
2011,5.3,15.8,22.4,47.4,0,6.6,2.6,63,6.3,17.5
2011,5.3,7.9,24.6,60.5,0,1.8,0,66,3,4.5
2011,95,5.3,24.2,27.4,42.1,0,0,1.1,57,5.3
2011,38,5.3,18.4,47.4,26.3,0,0,2.6,21,4.8
2011,57,5.3,15.8,26.3,47.4,0,0,5.3,34,2.9
2011,5.3,21.1,36.8,31.6,0,0,5.3,15,0,13.3
2011,38,5.3,13.2,23.7,55.3,0,0,2.6,19,5.3
2011,57,5.3,12.3,28.1,49.1,0,3.5,1.8,57,5.3
2011,95,5.3,42.1,30.5,18.9,0,0,3.2,57,1.8
2011,38,5.3,28.9,47.4,18.4,0,0,0,18,11.1
2011,5.3,14.7,30.5,46.3,0,0,3.2,42,0,14.3
2011,19,5.3,15.8,31.6,47.4,0,0,0,10,0
2011,5.2,12.6,19.1,54.3,1.3,3.5,3.9,134,3,13.4
2011,96,5.2,15.6,30.2,41.7,0,4.2,3.1,62,6.5
2011,5.2,29.2,43.8,19.8,0,0,2.1,39,0,17.9
2011,5.2,27.3,37.7,29.9,0,0,0,25,4,16
2011,5.2,23.7,41.5,23.7,0,0,5.9,60,1.7,11.7
2011,58,5.2,20.7,29.3,44.8,0,0,0,32,6.3
2011,5.2,21.8,35.6,36.8,0,0,0.6,90,1.1,14.4
2011,5.2,29.3,32.8,31,0,0,1.7,27,3.7,25.9
2011,5.2,31,27.6,34.5,0,1.7,0,13,0,23.1
2011,5.2,21.9,25.2,43.9,0,2.6,1.3,92,3.3,16.3
2011,5.2,15.5,32,41.2,0,5.2,1,54,1.9,13
2011,39,5.1,5.1,12.8,76.9,0,0,0,20,0
2011,5.1,26.9,34.6,32.1,0,0,1.3,28,0,28.6
2011,5.1,22.3,29.9,39.5,0,1.9,1.3,93,1.1,11.8
2011,5.1,16.9,32.2,44.1,0,1.7,0,29,3.4,13.8
2011,5.1,16.9,42.4,30.5,0,3.4,1.7,11,0,0
2011,59,5.1,40.7,32.2,22,0,0,0,34,5.9
2011,5.1,10.2,16.9,59.3,0,1.7,6.8,21,0,0
