YEAR(Integer),DIV1(Double),DIV2(Double),DIV3(Double),DIV4(Double),DIV7(Double),DIV9(Double),X(Double),FEMALECANDIDATES(Double),FEMALEDIV1(Double),FEMALEDIV2(Double)
2013,0,7.2,26.8,53.6,0,9.3,3.1,51,0,5.9
2013,46,0,2.2,8.7,84.8,0,4.3,0,27,0
2013,0,10.2,15.9,67,0,6.8,0,39,0,10.3
2013,35,0,8.6,28.6,60,0,2.9,0,17,0
2013,0,6.7,23.3,63.3,0,6.7,0,14,0,7.1
2013,0,5.6,16.7,63.9,0,11.1,2.8,19,0,5.3
2013,0,8.3,25,56.7,0,6.7,3.3,30,0,3.3
2013,0,6.3,14.3,73,0,6.3,0,37,0,2.7
2013,25,0,4,12,68,0,8,8,19,0
2013,0,6.9,9.7,66.6,0.6,15,1.3,144,0,4.2
2013,90,0,17.8,25.6,53.3,0,2.2,1.1,43,0
2013,82,0,6.1,18.3,72,0,2.4,1.2,50,0
2013,0,0,0,0,0,0,0,0,0,0
2013,36,0,19.4,41.7,33.3,2.8,0,2.8,24,0
2013,48,0,10.4,18.8,58.3,4.2,8.3,0,24,0
2013,74,0,2.7,13.5,66.2,0,14.9,2.7,33,0
2013,50,0,6,16,40,0,28,10,25,0
2013,0,4.5,12.4,69.7,0,11.2,2.2,36,0,5.6
2013,0,0,0,0,0,0,0,0,0,0
2013,0,3.6,7.3,56.4,7.3,23.6,1.8,28,0,7.1
2013,70,0,2.9,11.4,48.6,0,30,7.1,48,0
2013,0,2.2,1.1,48.9,19.6,20.7,7.6,57,0,1.8
2013,0,4.6,13.9,71.3,0,8.3,1.9,51,0,5.9
2013,0,0,0,0,0,0,0,0,0,0
2013,71,0,14.1,26.8,53.5,0,1.4,4.2,42,0
2013,0,0,19.4,71,0,6.5,3.2,17,0,0
2013,0,5.7,13.8,67.8,0,10.3,2.3,44,0,4.5
2013,139,0,2.9,11.5,69.1,0,15.1,1.4,74,0
2013,0,12.5,19.6,58.9,0,8.9,0,30,0,0
2013,75,0,6.7,17.3,61.3,0,12,2.7,38,0
2013,202,0,2.5,12.4,59.4,0,23.8,2,91,0
2013,0,0,0,0,0,0,0,0,0,0
2013,74,0,1.4,18.9,60.8,1.4,16.2,1.4,36,0
2013,0,1.2,15.3,48.2,1.2,31.8,2.4,40,0,0
2013,0,7.8,9.8,64.7,0,17.6,0,31,0,3.2
2013,283,0,2.5,9.5,67.1,1.8,13.4,5.7,126,0
2013,0,5.9,17.6,67.6,2.9,2.9,2.9,9,0,0
2013,0,2.9,21.4,68.6,0,5,2.1,69,0,0
2013,26,0,0,0,69.2,0,19.2,11.5,10,0
2013,0,2,13.1,63.4,1.3,19,1.3,68,0,1.5
2013,0,0,10.5,55.8,3.5,20.9,9.3,33,0,0
2013,0,5.9,15.8,52.5,1,21.8,3,43,0,0
2013,0,5,18.3,66.7,0,10,0,14,0,7.1
2013,0,2.9,8.8,55.9,0,26.5,5.9,12,0,8.3
2013,0,5.3,15.8,68.4,0,10.5,0,5,0,0
2013,0,0,10.3,55.2,3.4,23,8,38,0,0
2013,0,0,10.7,75,0,10.7,3.6,4,0,0
2013,71,0,2.8,19.7,59.2,0,11.3,7,28,0
2013,32,0,0,46.9,46.9,0,6.3,0,3,0
2013,98,0,1,11.2,61.2,0,20.4,6.1,51,0
2013,101,0,5.9,17.8,48.5,4,19.8,4,47,0
2013,0,3.3,16.7,56.7,0,20,3.3,21,0,4.8
2013,54,0,14.8,25.9,50,0,5.6,3.7,11,0
2013,0,5.7,7.1,45.7,0,35.7,5.7,26,0,0
2013,0,3.4,31,55.2,0.9,6.9,2.6,45,0,0
2013,11,0,0,27.3,54.5,0,9.1,9.1,2,0
2013,27,0,3.7,18.5,66.7,0,11.1,0,9,0
2013,0,12.7,11.3,54.9,0,16.9,4.2,34,0,2.9
2013,180,0,5,11.1,55.6,0,21.1,7.2,66,0
2013,49,0,2,6.1,63.3,0,24.5,4.1,17,0
2013,81,0,0,16,58,1.2,19.8,4.9,28,0
2013,0,2.5,16.2,66.2,0.5,9.8,4.9,58,0,1.7
2013,48,0,8.3,18.8,60.4,0,8.3,4.2,14,0
2013,100,0,4,15,51,2,24,4,37,0
2013,31,0,9.7,25.8,54.8,0,6.5,3.2,10,0
2013,23,0,13,17.4,65.2,0,0,4.3,11,0
2013,0,8.1,19.2,59.6,0,10.1,3,37,0,5.4
2013,0,2.9,12.9,51.1,0,30.2,2.9,58,0,0
2013,0,5.9,17.6,61.8,0,12.7,2,40,0,0
2013,0,8.5,24.4,57.3,0,6.1,3.7,36,0,2.8
2013,0,11.4,13.9,60.8,0,13.9,0,40,0,2.5
2013,0,5.9,13.9,70.1,1.6,7,1.6,84,0,1.2
2013,58,0,6.9,29.3,62.1,0,1.7,0,35,0
2013,0,9.5,35.7,50,0,2.4,2.4,20,0,10
2013,0,6.1,19.1,69.6,0,1.7,3.5,68,0,1.5
2013,0,13.6,15.3,57.6,0,10.2,3.4,29,0,10.3
2013,0,9.5,16.7,64.3,0,7.1,2.4,24,0,8.3
2013,0,13,8.7,60.9,0,8.7,8.7,14,0,0
2013,103,0,12.6,26.2,52.4,0,2.9,5.8,65,0
2013,79,0,11.4,29.1,44.3,0,7.6,7.6,28,0
2013,79,0,10.1,13.9,64.6,0,10.1,1.3,41,0
2013,36,0,5.6,33.3,61.1,0,0,0,22,0
2013,0,11.4,24.8,58.1,1,1,3.8,46,0,10.9
2013,0,20,32,46,0,0,2,50,0,20
2013,0,10,26.7,55,3.3,1.7,3.3,41,0,9.8
2013,40,0,20,30,42.5,0,5,2.5,22,0
2013,0,0,0,0,0,0,0,0,0,0
2013,0,16.5,22.6,52.6,0.8,6,1.5,83,0,15.7
2013,111,0,2.7,18.9,64,0,9,5.4,62,0
2013,42,0,4.8,11.9,71.4,0,11.9,0,19,0
2013,14,0,7.1,21.4,71.4,0,0,0,9,0
2013,0,11.9,19,64.3,0,0,4.8,28,0,3.6
2013,0,4.5,6.1,69.7,0,16.7,3,41,0,0
2013,67,0,7.5,13.4,68.7,0,6,4.5,42,0
2013,0,9.1,19.7,53,0,10.6,7.6,37,0,13.5
2013,0,6.1,16.7,56.1,1.5,16.7,3,40,0,5
2013,117,0,13.7,17.9,61.5,0,5.1,1.7,69,0
2013,0,10.3,24.1,65.5,0,0,0,11,0,9.1
2013,89,0,6.7,20.2,59.6,0,10.1,3.4,40,0
2013,0,34.1,22,43.9,0,0,0,19,0,31.6
2013,0,4.5,16.4,64.2,7.5,6,1.5,31,0,3.2
2013,55,0,5.5,27.3,58.2,0,9.1,0,27,0
2013,0,5.1,15.4,69.2,2.6,7.7,0,24,0,0
2013,0,10.9,19.2,64.7,0,2.6,2.6,74,0,10.8
2013,0,0,10,70,0,10,10,5,0,0
2013,0,0,0,0,0,0,0,0,0,0
2013,13,0,0,15.4,53.8,0,30.8,0,8,0
2013,0,9.1,17.2,58.6,1,8.1,6.1,60,0,5
2013,76,0,10.5,13.2,63.2,1.3,11.8,0,52,0
2013,60,0,10,16.7,53.3,0,16.7,3.3,27,0
2013,45,0,11.1,24.4,53.3,0,11.1,0,22,0
2013,59,0,8.5,11.9,71.2,0,8.5,0,30,0
2013,66,0,4.5,22.7,63.6,1.5,3,4.5,38,0
2013,31,0,19.4,16.1,61.3,0,3.2,0,14,0
2013,0,0,25,66.7,0,0,8.3,11,0,0
2013,0,0,6.7,80,0,6.7,6.7,7,0,0
2013,0,6.1,20.4,58.2,2,11.2,2,55,0,5.5
2013,0,0,4.3,78.3,0,13,4.3,4,0,0
2013,77,0,23.4,27.3,45.5,0,0,3.9,48,0
2013,36,0,2.8,11.1,72.2,0,13.9,0,16,0
2013,70,0,4.3,18.6,71.4,2.9,0,2.9,38,0
2013,0,6.3,10.1,72.2,0,7.6,3.8,39,0,2.6
2013,0,11.8,29.4,54.7,0,3.5,0.6,83,0,7.2
2013,52,0,17.3,19.2,59.6,0,1.9,1.9,33,0
2013,0,12.8,25.6,56.4,0,5.1,0,22,0,18.2
2013,0,10.9,15.2,67.4,0,2.2,4.3,24,0,16.7
2013,35,0,17.1,17.1,60,2.9,0,2.9,21,0
2013,25,0,20,40,40,0,0,0,13,0
2013,36,0,25,30.6,38.9,0,0,5.6,22,0
2013,94,0,13.8,19.1,58.5,0,7.4,1.1,62,0
2013,0,7.5,17,67.9,0,5.7,1.9,36,0,5.6
2013,12,0,8.3,0,91.7,0,0,0,0,0
2013,0,0,13.5,62.2,2.7,18.9,2.7,17,0,0
2013,0,4.9,32.6,54.2,0,6.3,2.1,43,0,0
2013,0,7.3,18.8,62.5,0,9.4,2.1,25,0,0
2013,84,0,7.1,23.8,56,1.2,9.5,2.4,34,0
2013,190,0,4.2,11.6,70.5,0.5,10,3.2,106,0
2013,0,6,11.9,80.6,0,0,1.5,40,0,7.5
2013,90,0,3.3,11.1,77.8,0,3.3,4.4,44,0
2013,0,6.8,27,59.5,0,5.4,1.4,45,0,4.4
2013,0,5.3,10.5,78.9,0,5.3,0,14,0,7.1
2013,100,0,5,10,80,0,3,2,54,0
2013,10,0,10,30,50,0,0,10,5,0
2013,45,0,2.2,20,64.4,0,2.2,11.1,30,0
2013,0,8.5,17,37.2,2.1,29.8,5.3,40,0,5
2013,0,8,26,52,1,12,1,30,0,6.7
2013,0,4.8,14.3,52.4,0,23.8,4.8,10,0,0
2013,0,33.3,38.5,5.1,0,0,23.1,12,0,16.7
2013,182,0,6,16.5,61,0,11,5.5,62,0
2013,0,7.7,19.2,51.3,0,16.7,5.1,33,0,9.1
2013,0,2.2,13.3,60,0,23.3,1.1,36,0,2.8
2013,63,0,4.8,11.1,55.6,3.2,23.8,1.6,21,0
2013,0,12.8,17.9,53.8,0,10.3,5.1,8,0,0
2013,0,0,19.4,49.3,0,20.9,10.4,41,0,0
2013,0,10.3,22.1,55.9,0,5.9,5.9,27,0,0
2013,0,10,0,60,0,20,10,3,0,0
2013,0,7.3,17.1,42.1,1.2,28,4.3,51,0,0
2013,0,3.8,26.4,54.7,0,15.1,0,15,0,0
2013,0,0,0,0,0,0,100,0,0,0
2013,35,0,17.1,37.1,42.9,0,0,2.9,16,0
2013,0,8.7,20,61.7,0,8.7,0.9,58,0,8.6
2013,0,5.5,14.4,63,0,13,4.1,79,0,1.3
2013,0,5.9,17.6,60.8,0,13.7,2,28,0,0
2013,0,11.9,29.7,51.9,0.5,3.8,2.2,59,0,5.1
2013,0,0,15.8,47.4,0,31.6,5.3,4,0,0
2013,0,8.1,14.5,58.1,0,14.5,4.8,34,0,5.9
2013,0,3.1,12.3,68.5,0,13.1,3.1,52,0,0
2013,0,2.8,16.7,50,0,29.2,1.4,38,0,0
2013,78,0,1.3,9,47.4,5.1,35.9,1.3,33,0
2013,57,0,5.3,17.5,68.4,0,8.8,0,57,0
2013,82,0,3.7,12.2,58.5,0,24.4,1.2,37,0
2013,0,1.8,7.1,69.6,0,21.4,0,27,0,0
2013,0,3.5,23.2,45.8,0,23.9,3.5,64,0,1.6
2013,0,1.7,13.5,61.8,0,21.3,1.7,70,0,0
2013,0,15.1,16.4,61.6,0,5.5,1.4,28,0,3.6
2013,0,3.3,18.5,48.9,0,26.1,3.3,38,0,0
2013,110,0,5.5,20,50,0,23.6,0.9,49,0
2013,0,0,7.6,59.1,0,33.3,0,31,0,0
2013,0,1.8,9.2,62.4,0.9,22.9,2.8,41,0,2.4
2013,157,0,2.5,10.2,52.2,0,33.1,1.9,69,0
2013,70,0,2.9,12.9,65.7,0,14.3,4.3,27,0
2013,54,0,13,22.2,44.4,0,16.7,3.7,16,0
2013,0,6.3,6.3,62.5,0,12.5,12.5,6,0,0
2013,90,0,1.1,5.6,45.6,1.1,41.1,5.6,26,0
2013,0,2.3,11.5,54.6,0.5,28.9,2.3,75,0,2.7
2013,0,7.1,9.5,69,0,11.9,2.4,12,0,0
2013,111,0,5.4,8.1,43.2,0,39.6,3.6,40,0
2013,0,8.3,14.6,56.3,0,20.8,0,28,0,3.6
2013,0,4.7,20.9,67.4,0,2.3,4.7,23,0,0
2013,0,0,15,82.5,0,2.5,0,23,0,0
2013,66,0,18.2,22.7,53,0,0,6.1,29,0
2013,0,3,9.1,84.8,0,3,0,21,0,4.8
2013,41,0,0,2.4,46.3,0,46.3,4.9,11,0
2013,0,4.5,22.7,40.9,4.5,27.3,0,4,0,0
2013,0,0,5.1,53.8,0,30.8,10.3,7,0,0
2013,0,8.2,16.3,58.2,0,17.3,0,20,0,5
2013,0,4.8,31,54.8,0,9.5,0,42,0,4.8
2013,0,9.2,21.5,58.5,1.5,7.7,1.5,12,0,0
2013,0,2.6,18.4,42.1,0,28.9,7.9,12,0,0
2013,0,11.8,25,51.5,0,7.4,4.4,16,0,0
2013,66,0,27.3,51.5,21.2,0,0,0,66,0
2013,0,9.9,22,47.3,0,13.2,7.7,35,0,5.7
2013,244,0,2.9,9.8,56.6,0.4,25,5.3,90,0
2013,0,2.7,18.1,53.7,8.7,13.4,3.4,46,0,2.2
2013,164,0,0.6,12.8,57.3,1.8,25,2.4,53,0
2013,128,0,4.7,18.8,53.9,0.8,18.8,3.1,54,0
2013,0,0,0,0,0,0,100,0,0,0
2013,56,0,5.4,10.7,66.1,0,14.3,3.6,18,0
2013,76,0,7.9,21.1,57.9,0,10.5,2.6,40,0
2013,0,0,17.2,62.1,3.4,13.8,3.4,6,0,0
2013,279,0,2.5,12.2,66.3,0.4,15.8,2.9,87,0
2013,0,5.3,21.1,57.9,0,7.9,7.9,14,0,0
2013,155,0,2.6,11.6,51.6,0.6,32.9,0.6,61,0
2013,58,0,6.9,19,46.6,0,24.1,3.4,28,0
2013,0,8.9,23.2,51.8,0,16.1,0,17,0,0
2013,138,0,2.9,20.3,61.6,2.2,10.1,2.9,56,0
2013,0,19,41.3,35.9,1.1,2.2,0.5,182,0,18.7
2013,0,10.3,26.1,51.8,1.5,8.8,1.5,111,0,5.4
2013,18,0,72.2,22.2,5.6,0,0,0,0,0
2013,0,3.7,19.5,62.2,0,9.8,4.9,32,0,3.1
2013,0,5.2,19,63.8,0,8.6,3.4,23,0,0
2013,114,0,5.3,20.2,63.2,0,10.5,0.9,49,0
2013,65,0,1.5,16.9,53.8,0,26.2,1.5,23,0
2013,22,0,13.6,22.7,50,0,13.6,0,11,0
2013,0,0,8.3,60,0,26.7,5,7,0,0
2013,0,1.9,13.2,66,0,15.1,3.8,9,0,0
2013,0,2.9,17.6,52.9,0,20.6,5.9,15,0,0
2013,0,3.5,8.1,60.5,0,24.4,3.5,41,0,2.4
2013,0,0,8.3,66.7,0,16.7,8.3,2,0,0
2013,0,7.6,9.9,61.8,1.5,16.8,2.3,37,0,0
2013,0,8.5,21.3,48.9,0,17,4.3,25,0,12
2013,0,2.6,24.3,55.7,1.7,13.9,1.7,45,0,0
2013,0,2.4,21.3,53.7,0,22,0.6,47,0,0
2013,0,9,24,53,5,8,1,25,0,0
2013,0,7,20.4,60.8,0,10.8,1.1,54,0,0
2013,0,11.5,23,59,1.6,1.6,3.3,21,0,4.8
2013,0,0,20.4,65.3,0,12.2,2,49,0,0
2013,0,0,7.1,71.4,0,21.4,0,6,0,0
2013,30,0,6.7,13.3,70,0,6.7,3.3,9,0
2013,32,0,12.5,28.1,56.3,0,3.1,0,32,0
2013,0,0,14.3,71.4,0,9.5,4.8,7,0,0
2013,78,0,1.3,19.2,53.8,0,21.8,3.8,30,0
2013,46,0,19.6,47.8,30.4,0,0,2.2,20,0
2013,0,10,17.5,65,0,3.8,3.8,36,0,8.3
2013,0,6.5,24.2,69.4,0,0,0,29,0,13.8
2013,0,0,12.5,84.4,0,3.1,0,19,0,0
2013,14,0,21.4,14.3,64.3,0,0,0,6,0
2013,95,0,9.5,21.1,67.4,0,0,2.1,49,0
2013,136,0,2.9,11,75.7,0,5.1,5.1,70,0
2013,0,10,18,70,0,0,2,31,0,3.2
2013,0,3.9,10.9,79.7,0,2.3,3.1,65,0,3.1
2013,0,3.6,27.3,63.6,0,0,5.5,33,0,3
2013,0,0,24.5,65.3,0,8.2,2,27,0,0
2013,0,2,17.6,74.5,0,3.9,2,27,0,0
2013,67,0,9,19.4,64.2,0,7.5,0,32,0
2013,0,4.3,18.5,72.8,0,3.3,1.1,38,0,2.6
2013,0,10.9,29.1,54.5,0,3.6,1.8,37,0,5.4
2013,35,0,14.3,25.7,60,0,0,0,23,0
2013,0,3.9,12.5,60.5,0.7,20.4,2,57,0,1.8
2013,0,3.5,11.6,69.7,0.5,11.6,3,75,0,0
2013,49,0,6.1,20.4,61.2,0,6.1,6.1,17,0
2013,0,10.6,8.5,59.6,0,19.1,2.1,27,0,7.4
2013,0,7.1,17.1,57.1,0,17.1,1.4,25,0,12
2013,0,5.3,18.7,54.7,1.3,14.7,5.3,27,0,0
2013,60,0,5,26.7,53.3,0,11.7,3.3,18,0
2013,0,2.5,13.6,63.6,1.7,14.4,4.2,67,0,0
2013,38,0,0,15.8,39.5,0,39.5,5.3,15,0
2013,0,5.6,19.4,55.6,2.8,13.9,2.8,18,0,5.6
2013,0,11.2,15,68.2,0.9,2.8,1.9,34,0,5.9
2013,0,1.9,24.1,70.4,0,1.9,1.9,27,0,0
2013,0,1.8,9.1,76.4,0,12.7,0,20,0,0
2013,0,4.8,22.6,68.5,0,0.8,3.2,53,0,1.9
2013,0,4.8,12.1,61.3,0,19.4,2.4,50,0,0
2013,84,0,10.7,28.6,40.5,0,14.3,6,37,0
2013,0,3.5,8.1,54.7,0,30.2,3.5,36,0,0
2013,20,0,5,15,50,0,30,0,7,0
2013,69,0,5.8,13,76.8,0,1.4,2.9,35,0
2013,53,0,1.9,30.2,47.2,0,18.9,1.9,33,0
2013,97,0,2.1,18.6,76.3,1,1,1,44,0
2013,0,21.5,38,35.4,0,2.5,2.5,79,0,21.5
2013,56,0,1.8,10.7,67.9,0,14.3,5.4,25,0
2013,70,0,1.4,12.9,74.3,0,5.7,5.7,21,0
2013,26,0,7.7,26.9,61.5,0,3.8,0,7,0
2013,0,3.7,15.8,56.8,0.4,21.6,1.7,113,0,1.8
2013,62,0,8.1,21,38.7,0,29,3.2,34,0
2013,0,0,0,0,0,0,0,0,0,0
2013,0,5.3,13.2,57.9,0,21.1,2.6,14,0,0
2013,0,3,18,61.7,3,12,2.3,55,0,3.6
2013,0,5.3,24,66.7,0,2.7,1.3,30,0,6.7
2013,0,0.6,8.4,69.5,0.6,18.8,1.9,44,0,0
2013,0,5.3,21.1,69.5,0,2.1,2.1,36,0,0
2013,75,0,4,33.3,56,0,2.7,4,31,0
2013,0,1,11,74,0,12,2,24,0,0
2013,99,0,3,11.1,76.8,0,8.1,1,41,0
2013,0,2,16.3,63.9,0.7,16.3,0.7,52,0,0
2013,0,4.3,12,70.9,0.9,8.5,3.4,44,0,0
2013,0,0,20,53.3,0,20,6.7,3,0,0
2013,70,0,11.4,20,57.1,0,10,1.4,25,0
2013,0,2.4,7.2,54.8,1.2,32.5,1.8,51,0,0
2013,131,0,3.8,22.1,56.5,0,12.2,5.3,43,0
2013,131,0,2.3,13,54.2,0.8,26,3.8,39,0
2013,36,0,8.3,27.8,52.8,0,8.3,2.8,15,0
2013,54,0,5.6,9.3,74.1,0,11.1,0,32,0
2013,0,3.5,11.5,53.1,0.9,24.8,6.2,45,0,0
2013,30,0,10,16.7,63.3,0,10,0,11,0
2013,0,11.5,26,51,0,7.3,4.2,36,0,0
2013,82,0,9.8,25.6,54.9,0,6.1,3.7,35,0
2013,147,0,8.2,18.4,55.8,0,13.6,4.1,79,0
2013,67,0,10.4,20.9,64.2,0,3,1.5,24,0
2013,0,7.3,10.9,67.3,0,10.9,3.6,19,0,5.3
2013,0,11,23.1,53.8,2.2,6.6,3.3,56,0,10.7
2013,0,6.3,12.5,75,0,3.1,3.1,34,0,8.8
2013,101,0,13.9,19.8,61.4,0,2,3,53,0
2013,0,7.3,20.9,60.9,0,9.1,1.8,59,0,0
2013,0,6.8,15.9,63.6,2.3,9.1,2.3,22,0,4.5
2013,113,0,8,15,69.9,0,5.3,1.8,56,0
2013,46,0,4.3,13,67.4,0,15.2,0,19,0
2013,70,0,14.3,22.9,58.6,0,2.9,1.4,34,0
2013,0,4.5,14.6,57.7,0.4,22.4,0.4,71,0,0
2013,0,2.8,12.7,60.6,0,21.1,2.8,33,0,0
2013,0,5.4,8.1,59.5,0,21.6,5.4,26,0,7.7
2013,0,4.1,27.6,50,0,14.3,4.1,44,0,0
2013,0,7.7,16.5,64.8,0,11,0,36,0,8.3
2013,0,0,7.6,58.8,0.8,27.7,5,33,0,0
2013,80,0,1.3,13.8,67.5,1.3,15,1.3,28,0
2013,0,2.6,15.4,59,0,20.5,2.6,19,0,0
2013,0,3.6,14.3,53.6,1.2,25,2.4,36,0,5.6
2013,0,0,3.3,74.4,0,21.1,1.1,38,0,0
2013,0,3.8,10.7,58.8,3.1,22.1,1.5,39,0,2.6
2013,0,2.8,25,52.8,0,13.9,5.6,15,0,0
2013,0,4.8,13.3,62.4,0.6,17,1.8,61,0,0
2013,0,2,4,82,0,10,2,16,0,0
2013,0,6.3,10.6,58.8,0.6,16.9,6.9,67,0,4.5
2013,73,0,0,8.2,57.5,1.4,31.5,1.4,26,0
2013,0,2,17.2,59.6,1,16.2,4,32,0,0
2013,10,0,0,40,40,0,10,10,6,0
2013,132,0,3.8,10.6,52.3,0.8,31.8,0.8,52,0
2013,0,7.3,17.4,67,0.9,7.3,0,49,0,2
2013,0,5,10,57.5,0,25,2.5,7,0,0
2013,0,12.6,26.8,51.9,0.5,5.5,2.7,70,0,5.7
2013,49,0,2,12.2,77.6,2,2,4.1,21,0
2013,0,1.1,10.8,57,1.1,28,2.2,38,0,0
2013,0,1.7,3.4,58.6,0,29.3,6.9,26,0,3.8
2013,0,0,25,47.2,0,19.4,8.3,15,0,0
2013,0,5.7,11.4,40,2.9,34.3,5.7,8,0,0
2013,0,8.6,34.3,48.6,0,8.6,0,35,0,8.6
2013,0,10.5,19.7,40.8,0,22.4,6.6,30,0,0
2013,0,9.4,31.3,46.9,0,6.3,6.3,8,0,0
2013,0,5,38.3,48.3,0,8.3,0,22,0,0
2013,0,15,33.6,46.7,0,3.7,0.9,45,0,2.2
2013,0,4.5,18,53.2,0,23.4,0.9,40,0,0
2013,85,0,3.5,12.9,57.6,0,22.4,3.5,32,0
2013,95,0,3.2,22.1,68.4,0,0,6.3,50,0
2013,232,0,3,16.4,56.9,1.3,21.6,0.9,110,0
2013,0,3.3,10.6,52.8,0,26.8,6.5,49,0,4.1
2013,0,2.6,10.3,55.2,1.7,28.4,1.7,51,0,0
2013,0,0,4.6,59.6,1.8,31.2,2.8,47,0,0
2013,0,2.9,8.2,57.5,1.4,24.2,5.8,98,0,1
2013,0,2.8,6.3,54.5,2.1,32.2,2.1,78,0,1.3
2013,0,1.1,12.6,69.5,0,10.5,6.3,56,0,0
2013,0,4,11.3,58,0.7,21.3,4.7,75,0,2.7
2013,0,2.2,0,71.1,0,24.4,2.2,26,0,0
2013,0,2.8,8.3,72.2,0,8.3,8.3,13,0,0
2013,0,3.5,5.9,67.1,2.4,21.2,0,41,0,2.4
2013,0,2,9.9,42.6,1,37.6,6.9,56,0,3.6
2013,0,1.5,8,55.3,0.5,29.6,5,90,0,1.1
2013,21,0,0,9.5,66.7,0,19,4.8,11,0
2013,95,0,1.1,7.4,60,0,29.5,2.1,50,0
2013,56,0,5.4,35.7,55.4,0,1.8,1.8,32,0
2013,77,0,1.3,5.2,55.8,3.9,27.3,6.5,29,0
2013,1,0,0,0,0,0,0,100,0,0
2013,0,3,10,65,1,15,6,41,0,4.9
2013,0,0,7.7,59,0,33.3,0,9,0,0
2013,17,0,5.9,17.6,70.6,0,5.9,0,1,0
2013,0,10,30,60,0,0,0,7,0,0
2013,0,0,0,0,0,0,0,0,0,0
2013,0,2.7,6.8,87.8,0,1.4,1.4,41,0,0
2013,0,10.2,11.9,67.8,6.8,3.4,0,26,0,7.7
2013,0,4.2,17.5,66.7,0,7.5,4.2,71,0,0
2013,0,12.5,25,56.3,0,6.3,0,17,0,5.9
2013,119,0,12.6,41.2,44.5,0,1.7,0,47,0
2013,0,3.1,11.3,61.9,0,16.5,7.2,44,0,0
2013,21,0,0,19,61.9,0,14.3,4.8,7,0
2013,67,0,9,29.9,40.3,1.5,14.9,4.5,25,0
2013,0,2.3,11.6,53.5,0,30.2,2.3,14,0,0
2013,0,6.9,37.9,48.3,0,6.9,0,10,0,0
2013,0,8.5,22.5,56.3,0,11.3,1.4,23,0,8.7
2013,0,0,15.9,63.6,0,15.9,4.5,14,0,0
2013,21,0,9.5,33.3,47.6,0,4.8,4.8,6,0
2013,0,0,19.6,63,0,10.9,6.5,14,0,0
2013,44,0,9.1,22.7,54.5,0,4.5,9.1,23,0
2013,59,0,0,8.5,74.6,0,13.6,3.4,22,0
2013,0,6.1,23.5,52.3,0,16.7,1.5,40,0,2.5
2013,63,0,1.6,6.3,44.4,1.6,44.4,1.6,21,0
2013,60,0,8.3,30,50,0,6.7,5,20,0
2013,0,5.1,16.7,67.9,1.3,9,0,24,0,0
2013,0,9.1,15.7,57.9,0,10.7,6.6,41,0,4.9
2013,96,0,5.2,14.6,55.2,0,20.8,4.2,29,0
2013,0,3,13.6,59.1,1.5,18.2,4.5,18,0,0
2013,0,29.4,26.5,44.1,0,0,0,34,0,29.4
2013,0,5.6,21.3,64,0,7.9,1.1,35,0,2.9
2013,0,0,17.6,61.8,0,11.8,8.8,16,0,0
2013,0,0,14.3,64.3,0,21.4,0,14,0,0
2013,109,0,5.5,17.4,67,0,9.2,0.9,54,0
2013,0,6.2,12.3,63,0,13.6,4.9,31,0,0
2013,0,11.7,14.3,58.4,0,14.3,1.3,31,0,0
2013,0,10,15,60,1,9,5,54,0,1.9
2013,0,3.7,10.5,51.9,0,22.2,11.7,77,0,1.3
2013,0,10.1,12.8,49.5,0,26.6,0.9,43,0,9.3
2013,131,0,3.8,11.5,61.1,0,23.7,0,56,0
2013,0,4.7,11.3,57.5,0,22.6,3.8,49,0,4.1
2013,0,0,3.7,37,0,59.3,0,10,0,0
2013,0,2.9,11.8,54.4,0,26.5,4.4,34,0,0
2013,50,0,12,34,48,0,6,0,23,0
2013,0,0,13.3,80,0,6.7,0,6,0,0
2013,110,0,3.6,15.5,69.1,0,9.1,2.7,58,0
2013,0,5.7,20,65.7,0,5.7,2.9,23,0,4.3
2013,61,0,14.8,26.2,47.5,4.9,6.6,0,39,0
2013,33,0,6.1,27.3,63.6,0,0,3,17,0
2013,62,0,8.1,16.1,69.4,0,4.8,1.6,29,0
2013,29,0,20.7,20.7,44.8,0,10.3,3.4,18,0
2013,0,2.6,17.1,56.6,0,17.1,6.6,39,0,2.6
2013,49,0,2,16.3,71.4,0,6.1,4.1,24,0
2013,41,0,26.8,26.8,36.6,0,7.3,2.4,25,0
2013,0,13.5,16.2,62.2,2.7,2.7,2.7,23,0,8.7
2013,41,0,0,19.5,73.2,0,7.3,0,23,0
2013,0,1,13,75,1,4,6,74,0,1.4
2013,0,0,15.6,46.7,0,31.1,6.7,20,0,0
2013,0,0,18.6,66.1,0,11.9,3.4,30,0,0
2013,0,2.4,11.9,76.2,0,4.8,4.8,20,0,5
2013,60,0,10,20,65,0,3.3,1.7,33,0
2013,69,0,11.6,23.2,63.8,0,1.4,0,34,0
2013,77,0,15.6,22.1,54.5,0,2.6,5.2,40,0
2013,0,13.5,25,55.2,0,4.2,2.1,61,0,14.8
2013,0,11.3,32.1,52.8,0,0,3.8,32,0,6.3
2013,0,0,0,0,0,0,0,0,0,0
2013,0,4.2,25,58.3,0,12.5,0,11,0,0
2013,0,5.1,12.8,74.4,2.6,0,5.1,21,0,4.8
2013,55,0,7.3,7.3,58.2,5.5,18.2,3.6,28,0
